Entity,Code,Year,Rapeseed | 00000270 || Production | 005510 || tonnes
Low-income countries,,1970,20500
Low-income countries,,1971,20500
Low-income countries,,1972,20500
Low-income countries,,1973,21000
Low-income countries,,1974,21000
Low-income countries,,1975,21000
Low-income countries,,1976,20000
Low-income countries,,1977,20000
Low-income countries,,1978,18000
Low-income countries,,1979,15000
Low-income countries,,1980,7690
Low-income countries,,1981,15150
Low-income countries,,1982,15100
Low-income countries,,1983,23630
Low-income countries,,1984,15110
Low-income countries,,1985,16010
Low-income countries,,1986,19510
Low-income countries,,1987,40990
Low-income countries,,1988,63170
Low-income countries,,1989,74030
Low-income countries,,1990,78300
Low-income countries,,1991,80000
Low-income countries,,1992,81000
Low-income countries,,1993,9000
Low-income countries,,1994,9500
Low-income countries,,1995,12714
Low-income countries,,1996,40234
Low-income countries,,1997,8694
Low-income countries,,1998,9964
Low-income countries,,1999,8417
Low-income countries,,2000,13905
Low-income countries,,2001,14736
Low-income countries,,2002,16943
Low-income countries,,2003,19850
Low-income countries,,2004,29284
Low-income countries,,2005,35838
Low-income countries,,2006,24351
Low-income countries,,2007,29206
Low-income countries,,2008,47721
Low-income countries,,2009,22628
Low-income countries,,2010,19123
Low-income countries,,2011,74666
Low-income countries,,2012,72287
Low-income countries,,2013,62448
Low-income countries,,2014,53319
Low-income countries,,2015,55043
Low-income countries,,2016,43439
Low-income countries,,2017,38076
Low-income countries,,2018,38216
Low-income countries,,2019,42046
Low-income countries,,2020,12576
Lower-middle-income countries,,1961,1659932
Lower-middle-income countries,,1962,1655878
Lower-middle-income countries,,1963,1665714
Lower-middle-income countries,,1964,1216754
Lower-middle-income countries,,1965,1780830
Lower-middle-income countries,,1966,1576360
Lower-middle-income countries,,1967,1534700
Lower-middle-income countries,,1968,1963920
Lower-middle-income countries,,1969,1704800
Lower-middle-income countries,,1970,1941500
Lower-middle-income countries,,1971,2382740
Lower-middle-income countries,,1972,1847485
Lower-middle-income countries,,1973,2202514
Lower-middle-income countries,,1974,2095992
Lower-middle-income countries,,1975,2615811
Lower-middle-income countries,,1976,2314677
Lower-middle-income countries,,1977,1961364
Lower-middle-income countries,,1978,2019903
Lower-middle-income countries,,1979,2353300
Lower-middle-income countries,,1980,1945100
Lower-middle-income countries,,1981,2819340
Lower-middle-income countries,,1982,2896227
Lower-middle-income countries,,1983,2741376
Lower-middle-income countries,,1984,3137013
Lower-middle-income countries,,1985,3659942
Lower-middle-income countries,,1986,3264265
Lower-middle-income countries,,1987,3132984
Lower-middle-income countries,,1988,3958438
Lower-middle-income countries,,1989,4924838
Lower-middle-income countries,,1990,4650610
Lower-middle-income countries,,1991,5746830
Lower-middle-income countries,,1992,6441300
Lower-middle-income countries,,1993,5333680
Lower-middle-income countries,,1994,5818369
Lower-middle-income countries,,1995,6308517
Lower-middle-income countries,,1996,6558092
Lower-middle-income countries,,1997,7271558
Lower-middle-income countries,,1998,5355275
Lower-middle-income countries,,1999,6386390
Lower-middle-income countries,,2000,6502598
Lower-middle-income countries,,2001,4857029
Lower-middle-income countries,,2002,5691869
Lower-middle-income countries,,2003,4526266
Lower-middle-income countries,,2004,7050267
Lower-middle-income countries,,2005,8554129
Lower-middle-income countries,,2006,9462844
Lower-middle-income countries,,2007,9294709
Lower-middle-income countries,,2008,9339321
Lower-middle-income countries,,2009,9661437
Lower-middle-income countries,,2010,8650213
Lower-middle-income countries,,2011,10255577
Lower-middle-income countries,,2012,8438583
Lower-middle-income countries,,2013,10932694
Lower-middle-income countries,,2014,10819488
Lower-middle-income countries,,2015,8846914
Lower-middle-income countries,,2016,8836820
Lower-middle-income countries,,2017,11067758
Lower-middle-income countries,,2018,12272158
Lower-middle-income countries,,2019,13604422
Lower-middle-income countries,,2020,12998744
Luxembourg,LUX,2000,8370
Luxembourg,LUX,2001,8780
Luxembourg,LUX,2002,12522
Luxembourg,LUX,2003,12535
Luxembourg,LUX,2004,16526
Luxembourg,LUX,2005,14704
Luxembourg,LUX,2006,16250
Luxembourg,LUX,2007,18302
Luxembourg,LUX,2008,16493
Luxembourg,LUX,2009,18132
Luxembourg,LUX,2010,15895
Luxembourg,LUX,2011,15574
Luxembourg,LUX,2012,15338
Luxembourg,LUX,2013,15259
Luxembourg,LUX,2014,15705
Luxembourg,LUX,2015,13834
Luxembourg,LUX,2016,10915
Luxembourg,LUX,2017,11317
Luxembourg,LUX,2018,11180
Luxembourg,LUX,2019,10060
Luxembourg,LUX,2020,8990
Malta,MLT,2018,0
Malta,MLT,2019,0
Malta,MLT,2020,0
Mexico,MEX,1961,4000
Mexico,MEX,1962,2000
Mexico,MEX,1963,3000
Mexico,MEX,1964,2000
Mexico,MEX,1965,4000
Mexico,MEX,1966,5000
Mexico,MEX,1967,5000
Mexico,MEX,1968,5000
Mexico,MEX,1969,5000
Mexico,MEX,1970,6000
Mexico,MEX,1971,6000
Mexico,MEX,1972,6000
Mexico,MEX,1973,5000
Mexico,MEX,1974,6000
Mexico,MEX,1975,6000
Mexico,MEX,1976,6000
Mexico,MEX,1977,6000
Mexico,MEX,1978,6000
Mexico,MEX,1979,3000
Mexico,MEX,1980,3000
Mexico,MEX,1981,3000
Mexico,MEX,1982,3000
Mexico,MEX,1983,3000
Mexico,MEX,1984,2000
Mexico,MEX,1985,3
Mexico,MEX,1986,45
Mexico,MEX,1987,18
Mexico,MEX,1988,2
Mexico,MEX,1989,20
Mexico,MEX,1990,35
Mexico,MEX,1991,198
Mexico,MEX,1992,505
Mexico,MEX,1993,669
Mexico,MEX,1994,2051
Mexico,MEX,1995,1006
Mexico,MEX,1996,1342
Mexico,MEX,1997,680
Mexico,MEX,1998,2000
Mexico,MEX,1999,3000
Mexico,MEX,2000,14000
Mexico,MEX,2001,2000
Mexico,MEX,2002,1000
Mexico,MEX,2003,1000
Mexico,MEX,2004,2000
Mexico,MEX,2005,5000
Mexico,MEX,2006,8000
Mexico,MEX,2007,4000
Mexico,MEX,2008,4000
Mexico,MEX,2009,3000
Mexico,MEX,2010,8000
Mexico,MEX,2011,4000
Mexico,MEX,2012,3000
Mexico,MEX,2013,3000
Mexico,MEX,2014,2000
Mexico,MEX,2015,11000
Mexico,MEX,2016,4000
Mexico,MEX,2017,1000
Mexico,MEX,2018,2000
Mexico,MEX,2019,2000
Mexico,MEX,2020,3000
Moldova,MDA,1999,1200
Moldova,MDA,2000,1100
Moldova,MDA,2001,4225
Moldova,MDA,2002,1000
Moldova,MDA,2003,7172
Moldova,MDA,2004,1073
Moldova,MDA,2005,3275
Moldova,MDA,2006,6947
Moldova,MDA,2007,34180
Moldova,MDA,2008,95371
Moldova,MDA,2009,69136
Moldova,MDA,2010,45000
Moldova,MDA,2011,65000
Moldova,MDA,2012,59000
Moldova,MDA,2013,70000
Moldova,MDA,2014,68171
Moldova,MDA,2015,16159
Moldova,MDA,2016,43191
Moldova,MDA,2017,71410
Moldova,MDA,2018,85607
Moldova,MDA,2019,77268
Moldova,MDA,2020,47128
Mongolia,MNG,2006,11000
Mongolia,MNG,2007,7500
Mongolia,MNG,2008,5000
Mongolia,MNG,2009,4000
Mongolia,MNG,2010,11070
Mongolia,MNG,2011,6133
Mongolia,MNG,2012,20984
Mongolia,MNG,2013,41730
Mongolia,MNG,2014,51912
Mongolia,MNG,2015,23145
Mongolia,MNG,2016,21460
Mongolia,MNG,2017,13863
Mongolia,MNG,2018,23921
Mongolia,MNG,2019,33813
Mongolia,MNG,2020,22514
Morocco,MAR,1981,480
Morocco,MAR,1982,600
Morocco,MAR,1983,600
Morocco,MAR,1984,600
Morocco,MAR,1985,600
Morocco,MAR,1986,600
Morocco,MAR,1987,800
Morocco,MAR,1988,600
Morocco,MAR,1989,1700
Morocco,MAR,1990,4800
Morocco,MAR,1991,1700
Morocco,MAR,1992,1000
Morocco,MAR,1993,1100
Morocco,MAR,1994,1960
Morocco,MAR,1995,2000
Morocco,MAR,1996,920
Morocco,MAR,1997,500
Morocco,MAR,1998,1200
Morocco,MAR,1999,1000
Morocco,MAR,2000,1000
Morocco,MAR,2001,300
Morocco,MAR,2002,1000
Morocco,MAR,2003,1000
Morocco,MAR,2004,1000
Morocco,MAR,2005,1000
Morocco,MAR,2006,1000
Morocco,MAR,2007,1000
Morocco,MAR,2008,1000
Morocco,MAR,2009,1000
Morocco,MAR,2010,1000
Morocco,MAR,2011,1000
Morocco,MAR,2012,1000
Morocco,MAR,2013,1000
Morocco,MAR,2014,2000
Morocco,MAR,2015,2000
Morocco,MAR,2016,2000
Morocco,MAR,2017,3000
Morocco,MAR,2018,3000
Morocco,MAR,2019,2000
Morocco,MAR,2020,3000
Net Food Importing Developing Countries (FAO),,1961,332932
Net Food Importing Developing Countries (FAO),,1962,329878
Net Food Importing Developing Countries (FAO),,1963,382714
Net Food Importing Developing Countries (FAO),,1964,321754
Net Food Importing Developing Countries (FAO),,1965,326830
Net Food Importing Developing Countries (FAO),,1966,298360
Net Food Importing Developing Countries (FAO),,1967,326800
Net Food Importing Developing Countries (FAO),,1968,416220
Net Food Importing Developing Countries (FAO),,1969,378100
Net Food Importing Developing Countries (FAO),,1970,398400
Net Food Importing Developing Countries (FAO),,1971,427940
Net Food Importing Developing Countries (FAO),,1972,435185
Net Food Importing Developing Countries (FAO),,1973,415714
Net Food Importing Developing Countries (FAO),,1974,412692
Net Food Importing Developing Countries (FAO),,1975,385211
Net Food Importing Developing Countries (FAO),,1976,398877
Net Food Importing Developing Countries (FAO),,1977,430664
Net Food Importing Developing Countries (FAO),,1978,388203
Net Food Importing Developing Countries (FAO),,1979,483200
Net Food Importing Developing Countries (FAO),,1980,494790
Net Food Importing Developing Countries (FAO),,1981,482130
Net Food Importing Developing Countries (FAO),,1982,485500
Net Food Importing Developing Countries (FAO),,1983,508230
Net Food Importing Developing Countries (FAO),,1984,486364
Net Food Importing Developing Countries (FAO),,1985,536854
Net Food Importing Developing Countries (FAO),,1986,530575
Net Food Importing Developing Countries (FAO),,1987,483563
Net Food Importing Developing Countries (FAO),,1988,489978
Net Food Importing Developing Countries (FAO),,1989,531673
Net Food Importing Developing Countries (FAO),,1990,533610
Net Food Importing Developing Countries (FAO),,1991,537530
Net Food Importing Developing Countries (FAO),,1992,544740
Net Food Importing Developing Countries (FAO),,1993,461300
Net Food Importing Developing Countries (FAO),,1994,447940
Net Food Importing Developing Countries (FAO),,1995,490297
Net Food Importing Developing Countries (FAO),,1996,542539
Net Food Importing Developing Countries (FAO),,1997,545169
Net Food Importing Developing Countries (FAO),,1998,557374
Net Food Importing Developing Countries (FAO),,1999,546017
Net Food Importing Developing Countries (FAO),,2000,556405
Net Food Importing Developing Countries (FAO),,2001,486236
Net Food Importing Developing Countries (FAO),,2002,474643
Net Food Importing Developing Countries (FAO),,2003,476830
Net Food Importing Developing Countries (FAO),,2004,481454
Net Food Importing Developing Countries (FAO),,2005,445830
Net Food Importing Developing Countries (FAO),,2006,403625
Net Food Importing Developing Countries (FAO),,2007,450562
Net Food Importing Developing Countries (FAO),,2008,469818
Net Food Importing Developing Countries (FAO),,2009,432402
Net Food Importing Developing Countries (FAO),,2010,418569
Net Food Importing Developing Countries (FAO),,2011,525938
Net Food Importing Developing Countries (FAO),,2012,538500
Net Food Importing Developing Countries (FAO),,2013,623016
Net Food Importing Developing Countries (FAO),,2014,627022
Net Food Importing Developing Countries (FAO),,2015,654868
Net Food Importing Developing Countries (FAO),,2016,632653
Net Food Importing Developing Countries (FAO),,2017,617488
Net Food Importing Developing Countries (FAO),,2018,680906
Net Food Importing Developing Countries (FAO),,2019,735929
Net Food Importing Developing Countries (FAO),,2020,965823
Netherlands,NLD,1961,9834
Netherlands,NLD,1962,10218
Netherlands,NLD,1963,9989
Netherlands,NLD,1964,10293
Netherlands,NLD,1965,12123
Netherlands,NLD,1966,13111
Netherlands,NLD,1967,15186
Netherlands,NLD,1968,18009
Netherlands,NLD,1969,12192
Netherlands,NLD,1970,21819
Netherlands,NLD,1971,32677
Netherlands,NLD,1972,45199
Netherlands,NLD,1973,40634
Netherlands,NLD,1974,44907
Netherlands,NLD,1975,36597
Netherlands,NLD,1976,34207
Netherlands,NLD,1977,30401
Netherlands,NLD,1978,23450
Netherlands,NLD,1979,18100
Netherlands,NLD,1980,28503
Netherlands,NLD,1981,37205
Netherlands,NLD,1982,33336
Netherlands,NLD,1983,37976
Netherlands,NLD,1984,37771
Netherlands,NLD,1985,30580
Netherlands,NLD,1986,20144
Netherlands,NLD,1987,30963
Netherlands,NLD,1988,24000
Netherlands,NLD,1989,23000
Netherlands,NLD,1990,26000
Netherlands,NLD,1991,20995
Netherlands,NLD,1992,13801
Netherlands,NLD,1993,7800
Netherlands,NLD,1994,4000
Netherlands,NLD,1995,5000
Netherlands,NLD,1996,3000
Netherlands,NLD,1997,1969
Netherlands,NLD,1998,2700
Netherlands,NLD,1999,4465
Netherlands,NLD,2000,2900
Netherlands,NLD,2001,2401
Netherlands,NLD,2002,1455
Netherlands,NLD,2003,3363
Netherlands,NLD,2004,7500
Netherlands,NLD,2005,7736
Netherlands,NLD,2006,11600
Netherlands,NLD,2007,11800
Netherlands,NLD,2008,9500
Netherlands,NLD,2009,11964
Netherlands,NLD,2010,11521
Netherlands,NLD,2011,6757
Netherlands,NLD,2012,7475
Netherlands,NLD,2013,10275
Netherlands,NLD,2014,10221
Netherlands,NLD,2015,8852
Netherlands,NLD,2016,5279
Netherlands,NLD,2017,7894
Netherlands,NLD,2018,5820
Netherlands,NLD,2019,6010
Netherlands,NLD,2020,5920
New Zealand,NZL,1961,150
New Zealand,NZL,1962,150
New Zealand,NZL,1963,150
New Zealand,NZL,1964,150
New Zealand,NZL,1965,200
New Zealand,NZL,1966,300
New Zealand,NZL,1967,400
New Zealand,NZL,1968,400
New Zealand,NZL,1969,400
New Zealand,NZL,1970,400
New Zealand,NZL,1971,400
New Zealand,NZL,1972,400
New Zealand,NZL,1973,350
New Zealand,NZL,1974,252
New Zealand,NZL,1975,450
New Zealand,NZL,1976,500
New Zealand,NZL,1977,750
New Zealand,NZL,1978,700
New Zealand,NZL,1979,750
New Zealand,NZL,1980,650
New Zealand,NZL,1981,500
New Zealand,NZL,1982,520
New Zealand,NZL,1983,500
New Zealand,NZL,1984,500
New Zealand,NZL,1985,800
New Zealand,NZL,1986,7500
New Zealand,NZL,1987,7624
New Zealand,NZL,1988,6293
New Zealand,NZL,1989,2321
New Zealand,NZL,1990,2200
New Zealand,NZL,1991,2200
New Zealand,NZL,1992,2200
New Zealand,NZL,1993,3000
New Zealand,NZL,1994,4500
New Zealand,NZL,1995,4800
New Zealand,NZL,1996,4668
New Zealand,NZL,1997,4900
New Zealand,NZL,1998,4000
New Zealand,NZL,1999,4000
New Zealand,NZL,2000,4000
New Zealand,NZL,2001,4000
New Zealand,NZL,2002,4000
New Zealand,NZL,2003,4000
New Zealand,NZL,2004,4000
New Zealand,NZL,2005,3450
New Zealand,NZL,2006,2918
New Zealand,NZL,2007,2000
New Zealand,NZL,2008,1883
New Zealand,NZL,2009,3220
New Zealand,NZL,2010,3072
New Zealand,NZL,2011,2995
New Zealand,NZL,2012,2919
New Zealand,NZL,2013,2843
New Zealand,NZL,2014,2655
New Zealand,NZL,2015,1692
New Zealand,NZL,2016,2397
New Zealand,NZL,2017,2248
New Zealand,NZL,2018,2112
New Zealand,NZL,2019,2252
New Zealand,NZL,2020,2204
North America,,1961,258464
North America,,1962,134901
North America,,1963,192601
North America,,1964,302277
North America,,1965,516568
North America,,1966,590144
North America,,1967,565196
North America,,1968,444992
North America,,1969,762512
North America,,1970,1643496
North America,,1971,2160600
North America,,1972,1305564
North America,,1973,1211576
North America,,1974,1169484
North America,,1975,1845200
North America,,1976,842892
North America,,1977,1979160
North America,,1978,3503256
North America,,1979,3414072
North America,,1980,2486460
North America,,1981,1851500
North America,,1982,2249000
North America,,1983,2612000
North America,,1984,3414000
North America,,1985,3498003
North America,,1986,3786445
North America,,1987,3858468
North America,,1988,4235702
North America,,1989,3262020
North America,,1990,3320035
North America,,1991,4318404
North America,,1992,3944795
North America,,1993,5643459
North America,,1994,7443221
North America,,1995,6685343
North America,,1996,5283070
North America,,1997,6748690
North America,,1998,8354790
North America,,1999,9422150
North America,,2000,8128326
North America,,2001,5927450
North America,,2002,5218867
North America,,2003,7458662
North America,,2004,8288133
North America,,2005,10206784
North America,,2006,9641248
North America,,2007,10264619
North America,,2008,13304510
North America,,2009,13566200
North America,,2010,13908720
North America,,2011,15306470
North America,,2012,14958362
North America,,2013,19557550
North America,,2014,17552992
North America,,2015,19693500
North America,,2016,21008570
North America,,2017,22723290
North America,,2018,21988270
North America,,2019,21467100
North America,,2020,21063870
North Macedonia,MKD,1992,3000
North Macedonia,MKD,1993,162
North Macedonia,MKD,1994,761
North Macedonia,MKD,1995,90
North Macedonia,MKD,1996,3551
North Macedonia,MKD,1997,2880
North Macedonia,MKD,1998,651
North Macedonia,MKD,1999,1500
North Macedonia,MKD,2000,2614
North Macedonia,MKD,2001,110
North Macedonia,MKD,2002,300
North Macedonia,MKD,2003,767
North Macedonia,MKD,2004,2284
North Macedonia,MKD,2005,660
North Macedonia,MKD,2006,200
North Macedonia,MKD,2007,23
North Macedonia,MKD,2008,500
North Macedonia,MKD,2009,1501
North Macedonia,MKD,2010,4985
North Macedonia,MKD,2011,3626
North Macedonia,MKD,2012,4688
North Macedonia,MKD,2013,5010
North Macedonia,MKD,2014,7448
North Macedonia,MKD,2015,4133
North Macedonia,MKD,2016,216
North Macedonia,MKD,2017,6124
North Macedonia,MKD,2018,213
North Macedonia,MKD,2019,124
North Macedonia,MKD,2020,149
Northern Africa (FAO),,1979,25000
Northern Africa (FAO),,1980,30000
Northern Africa (FAO),,1981,48540
Northern Africa (FAO),,1982,44927
Northern Africa (FAO),,1983,50176
Northern Africa (FAO),,1984,58359
Northern Africa (FAO),,1985,66698
Northern Africa (FAO),,1986,73300
Northern Africa (FAO),,1987,86511
Northern Africa (FAO),,1988,77730
Northern Africa (FAO),,1989,92095
Northern Africa (FAO),,1990,74800
Northern Africa (FAO),,1991,61700
Northern Africa (FAO),,1992,41000
Northern Africa (FAO),,1993,36100
Northern Africa (FAO),,1994,31960
Northern Africa (FAO),,1995,34401
Northern Africa (FAO),,1996,33608
Northern Africa (FAO),,1997,33231
Northern Africa (FAO),,1998,32270
Northern Africa (FAO),,1999,34500
Northern Africa (FAO),,2000,33000
Northern Africa (FAO),,2001,31900
Northern Africa (FAO),,2002,30500
Northern Africa (FAO),,2003,32000
Northern Africa (FAO),,2004,32500
Northern Africa (FAO),,2005,32617
Northern Africa (FAO),,2006,33009
Northern Africa (FAO),,2007,32976
Northern Africa (FAO),,2008,32972
Northern Africa (FAO),,2009,29385
Northern Africa (FAO),,2010,29564
Northern Africa (FAO),,2011,29171
Northern Africa (FAO),,2012,28777
Northern Africa (FAO),,2013,28384
Northern Africa (FAO),,2014,29148
Northern Africa (FAO),,2015,29618
Northern Africa (FAO),,2016,29400
Northern Africa (FAO),,2017,29893
Northern Africa (FAO),,2018,30053
Northern Africa (FAO),,2019,28751
Northern Africa (FAO),,2020,29486
Northern America (FAO),,1961,254464
Northern America (FAO),,1962,132901
Northern America (FAO),,1963,189601
Northern America (FAO),,1964,300277
Northern America (FAO),,1965,512568
Northern America (FAO),,1966,585144
Northern America (FAO),,1967,560196
Northern America (FAO),,1968,439992
Northern America (FAO),,1969,757512
Northern America (FAO),,1970,1637496
Northern America (FAO),,1971,2154600
Northern America (FAO),,1972,1299564
Northern America (FAO),,1973,1206576
Northern America (FAO),,1974,1163484
Northern America (FAO),,1975,1839200
Northern America (FAO),,1976,836892
Northern America (FAO),,1977,1973160
Northern America (FAO),,1978,3497256
Northern America (FAO),,1979,3411072
Northern America (FAO),,1980,2483460
Northern America (FAO),,1981,1848500
Northern America (FAO),,1982,2246000
Northern America (FAO),,1983,2609000
Northern America (FAO),,1984,3412000
Northern America (FAO),,1985,3498000
Northern America (FAO),,1986,3786400
Northern America (FAO),,1987,3858450
Northern America (FAO),,1988,4235700
Northern America (FAO),,1989,3262000
Northern America (FAO),,1990,3320000
Northern America (FAO),,1991,4318206
Northern America (FAO),,1992,3944290
Northern America (FAO),,1993,5642790
Northern America (FAO),,1994,7441170
Northern America (FAO),,1995,6684337
Northern America (FAO),,1996,5281728
Northern America (FAO),,1997,6748010
Northern America (FAO),,1998,8352790
Northern America (FAO),,1999,9419150
Northern America (FAO),,2000,8114326
Northern America (FAO),,2001,5925450
Northern America (FAO),,2002,5217867
Northern America (FAO),,2003,7457662
Northern America (FAO),,2004,8286133
Northern America (FAO),,2005,10201784
Northern America (FAO),,2006,9633248
Northern America (FAO),,2007,10260619
Northern America (FAO),,2008,13300510
Northern America (FAO),,2009,13563200
Northern America (FAO),,2010,13900720
Northern America (FAO),,2011,15302470
Northern America (FAO),,2012,14955362
Northern America (FAO),,2013,19554550
Northern America (FAO),,2014,17550992
Northern America (FAO),,2015,19682500
Northern America (FAO),,2016,21004570
Northern America (FAO),,2017,22722290
Northern America (FAO),,2018,21986270
Northern America (FAO),,2019,21465100
Northern America (FAO),,2020,21060870
Northern Europe (FAO),,1961,153849
Northern Europe (FAO),,1962,209390
Northern Europe (FAO),,1963,142691
Northern Europe (FAO),,1964,248575
Northern Europe (FAO),,1965,281491
Northern Europe (FAO),,1966,144697
Northern Europe (FAO),,1967,323044
Northern Europe (FAO),,1968,331085
Northern Europe (FAO),,1969,258833
Northern Europe (FAO),,1970,237581
Northern Europe (FAO),,1971,321719
Northern Europe (FAO),,1972,402806
Northern Europe (FAO),,1973,483966
Northern Europe (FAO),,1974,542246
Northern Europe (FAO),,1975,551121
Northern Europe (FAO),,1976,501936
Northern Europe (FAO),,1977,531475
Northern Europe (FAO),,1978,631012
Northern Europe (FAO),,1979,699859
Northern Europe (FAO),,1980,917500
Northern Europe (FAO),,1981,991441
Northern Europe (FAO),,1982,1398134
Northern Europe (FAO),,1983,1364601
Northern Europe (FAO),,1984,1897600
Northern Europe (FAO),,1985,1921700
Northern Europe (FAO),,1986,2082970
Northern Europe (FAO),,1987,2275874
Northern Europe (FAO),,1988,1973172
Northern Europe (FAO),,1989,2170300
Northern Europe (FAO),,1990,2619325
Northern Europe (FAO),,1991,2421711
Northern Europe (FAO),,1992,2071747
Northern Europe (FAO),,1993,2021360
Northern Europe (FAO),,1994,1982875
Northern Europe (FAO),,1995,1927516
Northern Europe (FAO),,1996,1944128
Northern Europe (FAO),,1997,2102717
Northern Europe (FAO),,1998,2232293
Northern Europe (FAO),,1999,2570114
Northern Europe (FAO),,2000,1790375
Northern Europe (FAO),,2001,1721222
Northern Europe (FAO),,2002,2174430
Northern Europe (FAO),,2003,2592709
Northern Europe (FAO),,2004,2773132
Northern Europe (FAO),,2005,2999120
Northern Europe (FAO),,2006,3095652
Northern Europe (FAO),,2007,3715671
Northern Europe (FAO),,2008,3620676
Northern Europe (FAO),,2009,3774948
Northern Europe (FAO),,2010,4076970
Northern Europe (FAO),,2011,4541306
Northern Europe (FAO),,2012,4596494
Northern Europe (FAO),,2013,4299965
Northern Europe (FAO),,2014,4450671
Northern Europe (FAO),,2015,4864262
Northern Europe (FAO),,2016,3473670
Northern Europe (FAO),,2017,4450311
Northern Europe (FAO),,2018,3617820
Northern Europe (FAO),,2019,4249040
Northern Europe (FAO),,2020,3650780
Norway,NOR,1961,1000
Norway,NOR,1962,1500
Norway,NOR,1963,2500
Norway,NOR,1964,3500
Norway,NOR,1965,5400
Norway,NOR,1966,7700
Norway,NOR,1967,13800
Norway,NOR,1968,19200
Norway,NOR,1969,9300
Norway,NOR,1970,4800
Norway,NOR,1971,2400
Norway,NOR,1972,2200
Norway,NOR,1973,6600
Norway,NOR,1974,6700
Norway,NOR,1975,6900
Norway,NOR,1976,8538
Norway,NOR,1977,9489
Norway,NOR,1978,8555
Norway,NOR,1979,8600
Norway,NOR,1980,9500
Norway,NOR,1981,10500
Norway,NOR,1982,13300
Norway,NOR,1983,12086
Norway,NOR,1984,18600
Norway,NOR,1985,12600
Norway,NOR,1986,10570
Norway,NOR,1987,10974
Norway,NOR,1988,9072
Norway,NOR,1989,9900
Norway,NOR,1990,9325
Norway,NOR,1991,5540
Norway,NOR,1992,7652
Norway,NOR,1993,15110
Norway,NOR,1994,13131
Norway,NOR,1995,17120
Norway,NOR,1996,12200
Norway,NOR,1997,11870
Norway,NOR,1998,9820
Norway,NOR,1999,10380
Norway,NOR,2000,9080
Norway,NOR,2001,19280
Norway,NOR,2002,17845
Norway,NOR,2003,11320
Norway,NOR,2004,12300
Norway,NOR,2005,11230
Norway,NOR,2006,9550
Norway,NOR,2007,9010
Norway,NOR,2008,9800
Norway,NOR,2009,6860
Norway,NOR,2010,10200
Norway,NOR,2011,8610
Norway,NOR,2012,11335
Norway,NOR,2013,6040
Norway,NOR,2014,9700
Norway,NOR,2015,10400
Norway,NOR,2016,11450
Norway,NOR,2017,10300
Norway,NOR,2018,7250
Norway,NOR,2019,15000
Norway,NOR,2020,7180
Oceania,,1961,150
Oceania,,1962,150
Oceania,,1963,150
Oceania,,1964,150
Oceania,,1965,200
Oceania,,1966,300
Oceania,,1967,400
Oceania,,1968,908
Oceania,,1969,4870
Oceania,,1970,34030
Oceania,,1971,55014
Oceania,,1972,25437
Oceania,,1973,10948
Oceania,,1974,8785
Oceania,,1975,12387
Oceania,,1976,9009
Oceania,,1977,16460
Oceania,,1978,24126
Oceania,,1979,41881
Oceania,,1980,17883
Oceania,,1981,15035
Oceania,,1982,7268
Oceania,,1983,17694
Oceania,,1984,32870
Oceania,,1985,87830
Oceania,,1986,83970
Oceania,,1987,73538
Oceania,,1988,64545
Oceania,,1989,80472
Oceania,,1990,100599
Oceania,,1991,172648
Oceania,,1992,180102
Oceania,,1993,308020
Oceania,,1994,268392
Oceania,,1995,561854
Oceania,,1996,627907
Oceania,,1997,859900
Oceania,,1998,1694000
Oceania,,1999,2430000
Oceania,,2000,1779000
Oceania,,2001,1779019
Oceania,,2002,1759863
Oceania,,2003,874827
Oceania,,2004,1707117
Oceania,,2005,1545769
Oceania,,2006,1421859
Oceania,,2007,575325
Oceania,,2008,1216256
Oceania,,2009,1847377
Oceania,,2010,1910344
Oceania,,2011,2361730
Oceania,,2012,3430213
Oceania,,2013,4144574
Oceania,,2014,3834704
Oceania,,2015,3541713
Oceania,,2016,2777876
Oceania,,2017,4315478
Oceania,,2018,3895183
Oceania,,2019,2368091
Oceania,,2020,2300733
Oceania (FAO),,1961,150
Oceania (FAO),,1962,150
Oceania (FAO),,1963,150
Oceania (FAO),,1964,150
Oceania (FAO),,1965,200
Oceania (FAO),,1966,300
Oceania (FAO),,1967,400
Oceania (FAO),,1968,908
Oceania (FAO),,1969,4870
Oceania (FAO),,1970,34030
Oceania (FAO),,1971,55014
Oceania (FAO),,1972,25437
Oceania (FAO),,1973,10948
Oceania (FAO),,1974,8785
Oceania (FAO),,1975,12387
Oceania (FAO),,1976,9009
Oceania (FAO),,1977,16460
Oceania (FAO),,1978,24126
Oceania (FAO),,1979,41881
Oceania (FAO),,1980,17883
Oceania (FAO),,1981,15035
Oceania (FAO),,1982,7268
Oceania (FAO),,1983,17694
Oceania (FAO),,1984,32870
Oceania (FAO),,1985,87830
Oceania (FAO),,1986,83970
Oceania (FAO),,1987,73538
Oceania (FAO),,1988,64545
Oceania (FAO),,1989,80472
Oceania (FAO),,1990,100599
Oceania (FAO),,1991,172648
Oceania (FAO),,1992,180102
Oceania (FAO),,1993,308020
Oceania (FAO),,1994,268392
Oceania (FAO),,1995,561854
Oceania (FAO),,1996,627907
Oceania (FAO),,1997,859900
Oceania (FAO),,1998,1694000
Oceania (FAO),,1999,2430000
Oceania (FAO),,2000,1779000
Oceania (FAO),,2001,1779019
Oceania (FAO),,2002,1759863
